553778616 : 	FA	FA	FA	FA	55	55	0	6E	
581963236 : 	2	2	2	2	55	55	B0	9E	
582001996 : 	2	2	2	2	55	55	B1	9D	
582042880 : 	2	0	2	2	55	55	B2	9E	
582081812 : 	2	0	2	0	55	55	B3	9F	
582119892 : 	0	0	0	0	55	55	B4	A2	
582203364 : 	0	0	0	0	55	55	B6	A0	
582241100 : 	0	0	0	0	55	55	B7	9F	
582282332 : 	0	0	0	0	55	55	B8	9E	
582322368 : 	0	0	0	0	55	55	B9	9D	
582401328 : 	0	0	0	0	55	55	BB	9B	
582441700 : 	0	0	0	0	55	55	BC	9A	
582482928 : 	0	0	0	0	55	55	BD	99	
582521176 : 	0	0	0	0	55	55	BE	98	
582601764 : 	0	0	0	0	55	55	C0	96	
582720928 : 	0	0	0	0	55	55	C3	93	
582962072 : 	0	0	0	0	55	55	C9	8D	
583081156 : 	0	0	0	0	55	55	CC	8A	
583122468 : 	0	0	0	0	55	55	CD	89	
583162932 : 	0	0	0	0	55	55	CE	88	
583201432 : 	0	0	0	0	55	55	CF	87	
583242060 : 	0	0	0	0	55	55	D0	86	
583281332 : 	0	0	0	0	55	55	D1	85	
583320608 : 	0	0	0	0	55	55	D2	84	
583361828 : 	0	0	0	0	55	55	D3	83	
583400756 : 	0	0	0	0	55	55	D4	82	
583440960 : 	0	0	0	0	55	55	D5	81	
583482016 : 	0	0	0	0	55	55	D6	80	
583520948 : 	0	0	0	0	55	55	D7	7F	
583561152 : 	0	2	0	0	55	55	D8	7C	
583602716 : 	0	2	0	2	55	55	D9	79	
583641308 : 	0	2	0	2	55	55	DA	78	
583682364 : 	0	2	0	2	55	55	DB	77	
583721376 : 	2	2	0	2	55	55	DC	74	
583762176 : 	2	2	2	2	55	55	DD	71	
583802128 : 	2	2	2	2	55	55	DE	70	
583842588 : 	2	2	2	2	55	55	DF	6F	
583881008 : 	2	2	2	2	55	55	E0	6E	
583922912 : 	2	2	2	2	55	55	E1	6D	
583962784 : 	2	2	2	2	55	55	E2	6C	
584001452 : 	2	2	2	2	55	55	E3	6B	
584042760 : 	2	2	2	2	55	55	E4	6A	
584081268 : 	2	2	2	2	55	55	E5	69	
584121896 : 	2	2	2	2	55	55	E6	68	
584160656 : 	2	2	2	2	55	55	E7	67	
584201884 : 	2	3	2	2	55	55	E8	65	
584240472 : 	2	3	2	3	55	55	E9	63	
584282972 : 	2	3	2	3	55	55	EA	62	
584322076 : 	2	3	2	3	55	55	EB	61	
584362788 : 	2	3	2	3	55	55	EC	60	
584402064 : 	2	3	2	3	55	55	ED	5F	
584442688 : 	2	3	2	3	55	55	EE	5E	
584481364 : 	2	3	2	3	55	55	EF	5D	
584520124 : 	2	3	2	3	55	55	F0	5C	
584562112 : 	2	3	2	3	55	55	F1	5B	
584602148 : 	2	3	2	3	55	55	F2	5A	
584641756 : 	2	3	2	3	55	55	F3	59	
584682896 : 	2	3	2	3	55	55	F4	58	
584722168 : 	2	3	2	2	55	55	F5	58	
584761096 : 	2	2	2	2	55	55	F6	58	
584800708 : 	2	2	2	2	55	55	F7	57	
584842952 : 	2	2	2	2	55	55	F8	56	
584880436 : 	2	2	2	2	55	55	F9	55	
584919792 : 	2	2	2	2	55	55	FA	54	
584963652 : 	2	3	2	2	55	55	FB	52	
585002920 : 	2	3	2	2	55	55	FC	51	
585040832 : 	2	2	2	2	55	55	FD	51	
585080780 : 	2	2	2	2	55	55	FE	50	
585120392 : 	2	2	2	2	55	55	FF	4F	
585161108 : 	2	2	2	2	55	55	0	4E	
585202248 : 	2	2	2	2	55	55	1	4D	
585241432 : 	2	2	2	2	55	55	2	4C	
585279852 : 	2	2	2	2	55	55	3	4B	
585321840 : 	2	2	2	2	55	55	4	4A	
585362984 : 	2	2	2	2	55	55	5	49	
585402252 : 	2	2	2	2	55	55	6	48	
585439736 : 	2	2	2	2	55	55	7	47	
585482576 : 	2	2	2	2	55	55	8	46	
585522196 : 	2	2	2	2	55	55	9	45	
585560188 : 	2	2	2	2	55	55	A	44	
585602176 : 	2	2	2	2	55	55	B	43	
585640088 : 	2	2	2	2	55	55	C	42	
585681476 : 	2	2	2	2	55	55	D	41	
585720068 : 	2	2	2	2	55	55	E	40	
585762228 : 	2	2	2	2	55	55	F	3F	
585801844 : 	2	2	2	2	55	55	10	3E	
585839752 : 	2	2	2	2	55	55	11	3D	
585882248 : 	2	2	2	2	55	55	12	3C	
585921008 : 	2	2	2	2	55	55	13	3B	
585962232 : 	2	2	2	2	55	55	14	3A	
586000056 : 	2	2	2	2	55	55	15	39	
586039836 : 	2	2	2	2	55	55	16	38	
586082932 : 	2	2	2	2	55	55	17	37	
586122200 : 	2	2	2	2	55	55	18	36	
586161224 : 	2	2	2	2	55	55	19	35	
586201084 : 	2	2	2	2	55	55	1A	34	
586361992 : 	2	2	2	2	55	55	1E	30	
586402020 : 	2	2	2	2	55	55	1F	2F	
586760552 : 	0	2	0	0	55	55	28	2C	
586920352 : 	0	0	0	0	55	55	2C	2A	
587040372 : 	0	0	0	0	55	55	2F	27	
587119684 : 	0	0	0	0	55	55	31	25	
587201108 : 	0	0	0	0	55	55	33	23	
587280504 : 	0	0	0	0	55	55	35	21	
587321472 : 	0	0	0	0	55	55	36	20	
587400772 : 	0	0	0	0	55	55	38	1E	
587442080 : 	0	0	0	0	55	55	39	1D	
587480332 : 	0	0	0	0	55	55	3A	1C	
587520196 : 	0	0	0	0	55	55	3B	1B	
587563044 : 	0	0	0	0	55	55	3C	1A	
587602392 : 	0	0	0	0	55	55	3D	19	
587640472 : 	0	0	0	0	55	55	3E	18	
587680424 : 	0	0	0	0	55	55	3F	17	
587721648 : 	0	0	0	0	55	55	40	16	
587763128 : 	0	0	0	0	55	55	41	15	
587802140 : 	0	0	0	0	55	55	42	14	
587840732 : 	0	0	0	0	55	55	43	13	
587880936 : 	0	0	0	0	55	55	44	12	
587919696 : 	0	2	0	0	55	55	45	F	
587961856 : 	0	2	0	0	55	55	46	E	
588002496 : 	0	2	0	0	55	55	47	D	
588042692 : 	0	2	0	2	55	55	48	A	
588080432 : 	0	2	0	2	55	55	49	9	
588122260 : 	0	2	0	2	55	55	4A	8	
588162968 : 	0	2	0	2	55	55	4B	7	
588200620 : 	2	2	0	2	55	55	4C	4	
588241764 : 	2	2	0	2	55	55	4D	3	
588282392 : 	2	2	0	2	55	55	4E	2	
588322172 : 	2	2	0	2	55	55	4F	1	
588362548 : 	2	2	0	2	55	55	50	0	
588400456 : 	2	2	0	2	55	55	51	FF	
588440236 : 	2	2	0	2	55	55	52	FE	
588481036 : 	2	2	0	2	55	55	53	FD	
588519796 : 	2	2	0	2	55	55	54	FC	
588560596 : 	2	3	0	2	55	55	55	FA	
588601056 : 	2	3	0	2	55	55	56	F9	
588642460 : 	2	3	0	2	55	55	57	F8	
588680448 : 	2	3	0	2	55	55	58	F7	
588719888 : 	2	3	0	2	55	55	59	F6	
588761204 : 	2	3	0	2	55	55	5A	F5	
588800808 : 	2	3	0	2	55	55	5B	F4	
588842200 : 	2	3	0	2	55	55	5C	F3	
588880708 : 	2	3	0	2	55	55	5D	F2	
588920572 : 	2	3	0	2	55	55	5E	F1	
588962564 : 	2	3	0	2	55	55	5F	F0	
589000644 : 	2	3	0	2	55	55	60	EF	
589042888 : 	2	3	0	2	55	55	61	EE	
589080968 : 	2	2	0	2	55	55	62	EE	
589121936 : 	2	2	0	2	55	55	63	ED	
589160868 : 	2	2	0	2	55	55	64	EC	
589201156 : 	2	2	0	2	55	55	65	EB	
589243316 : 	2	2	0	2	55	55	66	EA	
589280972 : 	2	2	0	2	55	55	67	E9	
589321688 : 	0	2	0	2	55	55	68	EA	
589361552 : 	0	2	0	2	55	55	69	E9	
589399632 : 	0	2	0	2	55	55	6A	E8	
589440432 : 	0	0	0	0	55	55	6B	EB	
589480720 : 	0	0	0	0	55	55	6C	EA	
589519824 : 	0	0	0	0	55	55	6D	E9	
589561048 : 	0	0	0	0	55	55	6E	E8	
589599636 : 	0	0	0	0	55	55	6F	E7	
589640784 : 	0	0	0	0	55	55	70	E6	
589681068 : 	0	0	0	0	55	55	71	E5	
589720508 : 	0	0	0	0	55	55	72	E4	
589761476 : 	0	0	0	0	55	55	73	E3	
589800748 : 	0	0	0	0	55	55	74	E2	
589842056 : 	0	0	0	0	55	55	75	E1	
589880400 : 	0	0	0	0	55	55	76	E0	
589919916 : 	0	0	0	0	55	55	77	DF	
589960632 : 	0	0	0	0	55	55	78	DE	
590000164 : 	0	0	0	0	55	55	79	DD	
590041808 : 	0	0	0	0	55	55	7A	DC	
590079464 : 	0	0	0	0	55	55	7B	DB	
590120604 : 	0	0	0	0	55	55	7C	DA	
590162424 : 	0	0	0	0	55	55	7D	D9	
590202628 : 	0	0	0	0	55	55	7E	D8	
590241640 : 	0	0	0	0	55	55	7F	D7	
590279468 : 	0	0	0	0	55	55	80	D6	
590322988 : 	0	0	0	0	55	55	81	D5	
590361832 : 	0	0	0	0	55	55	82	D4	
590400760 : 	0	0	0	0	55	55	83	D3	
590441900 : 	0	0	0	0	55	55	84	D2	
590480748 : 	0	0	0	0	55	55	85	D1	
590520016 : 	0	0	0	0	55	55	86	D0	
590562516 : 	0	0	0	0	55	55	87	CF	
590600348 : 	0	0	0	0	55	55	88	CE	
590641484 : 	0	0	0	0	55	55	89	CD	
590679308 : 	0	0	0	0	55	55	8A	CC	
590721468 : 	0	0	0	0	55	55	8B	CB	
590762864 : 	0	0	0	0	55	55	8C	CA	
590842936 : 	0	0	0	0	55	55	8E	C8	
590880756 : 	0	0	0	0	55	55	8F	C7	
590920112 : 	0	0	0	0	55	55	90	C6	
590962788 : 	0	0	0	0	55	55	91	C5	
591042688 : 	0	0	0	0	55	55	93	C3	
591082640 : 	0	0	0	0	55	55	94	C2	
591121900 : 	0	0	0	0	55	55	95	C1	
591162108 : 	0	0	0	0	55	55	96	C0	
591320376 : 	0	0	0	0	55	55	9A	BC	
591360836 : 	0	0	0	0	55	55	9B	BB	
591599604 : 	0	0	0	0	55	55	A1	B5	
591640748 : 	0	0	0	0	55	55	A2	B4	
591680436 : 	0	0	0	0	55	55	A3	B3	
591762552 : 	0	0	0	0	55	55	A5	B1	
591799948 : 	0	0	0	0	55	55	A6	B0	
591841768 : 	0	0	0	0	55	55	A7	AF	
592001736 : 	0	0	0	0	55	55	AB	AB	
592042452 : 	0	0	0	0	55	55	AC	AA	
592200296 : 	0	0	0	0	55	55	B0	A6	
592401748 : 	0	0	0	0	55	55	B5	A1	
592438468 : 	0	0	0	0	55	55	B6	A0	
592600732 : 	0	0	0	0	55	55	BA	9C	
592878688 : 	2	2	2	0	55	55	C1	8F	
593039424 : 	3	2	3	2	55	55	C5	87	
593239424 : 	4	3	4	2	55	55	CA	7F	
593719248 : 	6	5	5	3	55	55	D6	6D	
593878452 : 	7	5	6	4	55	55	DA	66	
594038420 : 	8	6	7	4	55	55	DE	5F	
594518504 : 	9	7	8	6	55	55	EA	4E	
594878652 : 	A	8	A	8	55	55	F3	3F	
595758396 : 	B	A	B	A	55	55	9	23	
596118288 : 	B	B	B	B	55	55	12	18	
596158496 : 	B	B	B	B	55	55	13	17	
596239156 : 	B	B	B	B	55	55	15	15	
596358412 : 	B	B	B	B	55	55	18	12	
596478516 : 	B	B	B	B	55	55	1B	F	
597118312 : 	B	C	B	C	55	55	2B	FD	
597318316 : 	C	C	B	C	55	55	30	F7	
597478200 : 	B	C	C	C	55	55	34	F3	
597519088 : 	C	C	C	C	55	55	35	F1	
597558280 : 	B	C	C	C	55	55	36	F1	
597838516 : 	B	C	B	C	55	55	3D	EB	
597918332 : 	B	C	B	C	55	55	3F	E9	
598078564 : 	B	C	B	C	55	55	43	E5	
598158288 : 	B	C	B	C	55	55	45	E3	
598319448 : 	B	C	B	C	55	55	49	DF	
599279096 : 	A	B	A	B	55	55	61	CB	
599359336 : 	A	B	A	B	55	55	63	C9	
599478428 : 	A	B	A	B	55	55	66	C6	
599559264 : 	A	B	A	B	55	55	68	C4	
599638308 : 	A	B	A	B	55	55	6A	C2	
599959184 : 	A	B	9	B	55	55	72	BB	
600118048 : 	A	B	9	B	55	55	76	B7	
600198292 : 	A	B	9	B	55	55	78	B5	
600278444 : 	A	B	9	B	55	55	7A	B3	
600358512 : 	A	C	9	B	55	55	7C	B0	
600798132 : 	A	C	9	B	55	55	87	A5	
600958188 : 	A	C	A	C	55	55	8B	9F	
600999080 : 	A	C	A	C	55	55	8C	9E	
601118584 : 	A	C	A	C	55	55	8F	9B	
601158192 : 	A	C	A	C	55	55	90	9A	
601238772 : 	B	C	A	C	55	55	92	97	
601438360 : 	B	C	A	C	55	55	97	92	
601678052 : 	B	D	B	D	55	55	9D	89	
601718172 : 	B	D	B	C	55	55	9E	89	
601758460 : 	B	D	B	D	55	55	9F	87	
601798496 : 	B	D	B	D	55	55	A0	86	
601877972 : 	C	D	B	D	55	55	A2	83	
602038028 : 	C	D	B	D	55	55	A6	7F	
602158300 : 	C	E	C	D	55	55	A9	7A	
602238628 : 	C	E	C	E	55	55	AB	77	
602278492 : 	C	E	C	E	55	55	AC	76	
602479176 : 	D	F	C	E	55	55	B1	6F	
602519128 : 	D	F	C	E	55	55	B2	6E	
603038476 : 	E	10	E	10	55	55	BF	5B	
603158156 : 	E	10	E	10	55	55	C2	58	
603279028 : 	F	10	E	10	55	55	C5	54	
603479288 : 	F	10	F	10	55	55	CA	4E	
603518472 : 	F	10	F	10	55	55	CB	4D	
603559272 : 	F	10	F	10	55	55	CC	4C	
603598456 : 	F	10	F	10	55	55	CD	4B	
603638492 : 	F	10	F	10	55	55	CE	4A	
603757916 : 	F	10	F	10	55	55	D1	47	
603838920 : 	F	10	F	10	55	55	D3	45	
603877852 : 	F	10	E	10	55	55	D4	45	
603958008 : 	F	10	E	10	55	55	D6	43	
604037992 : 	F	10	E	F	55	55	D8	42	
604158692 : 	E	10	E	F	55	55	DB	40	
604198472 : 	E	F	E	F	55	55	DC	40	
604238856 : 	E	10	E	F	55	55	DD	3E	
604317980 : 	E	F	E	F	55	55	DF	3D	
604359036 : 	E	F	E	F	55	55	E0	3C	
604438172 : 	E	F	E	F	55	55	E2	3A	
604518588 : 	D	F	D	F	55	55	E4	3A	
604638432 : 	D	F	D	F	55	55	E7	37	
604678892 : 	D	F	D	F	55	55	E8	36	
604717992 : 	D	F	C	E	55	55	E9	37	
604759224 : 	D	E	C	E	55	55	EA	37	
604798232 : 	C	E	C	E	55	55	EB	37	
604838692 : 	D	E	C	E	55	55	EC	35	
604918336 : 	C	E	C	E	55	55	EE	34	
604959136 : 	C	E	C	E	55	55	EF	33	
605118000 : 	C	E	C	E	55	55	F3	2F	
605159144 : 	C	E	C	E	55	55	F4	2E	
605238020 : 	C	E	B	D	55	55	F6	2E	
605358808 : 	C	E	B	D	55	55	F9	2B	
605398500 : 	C	E	B	D	55	55	FA	2A	
605438032 : 	B	E	B	D	55	55	FB	2A	
605677812 : 	B	D	B	D	55	55	1	25	
605758656 : 	B	E	A	D	55	55	3	23	
605798436 : 	B	E	A	D	55	55	4	22	
605838468 : 	B	D	A	D	55	55	5	22	
605918448 : 	B	D	A	D	55	55	7	20	
605958140 : 	B	D	A	D	55	55	8	1F	
606038636 : 	B	D	A	C	55	55	A	1E	
606078672 : 	B	D	A	C	55	55	B	1D	
606118452 : 	B	D	A	C	55	55	C	1C	
606238732 : 	B	D	A	C	55	55	F	19	
606437880 : 	A	D	9	C	55	55	14	16	
606557732 : 	A	C	9	C	55	55	17	14	
606718296 : 	A	C	9	B	55	55	1B	11	
606838740 : 	A	C	9	B	55	55	1E	E	
606918300 : 	A	B	9	B	55	55	20	D	
607238164 : 	A	B	9	B	55	55	28	5	
607278704 : 	A	B	9	B	55	55	29	4	
607318228 : 	A	B	9	B	55	55	2A	3	
607359032 : 	A	B	9	B	55	55	2B	2	
607437912 : 	A	A	9	A	55	55	2D	2	
607478452 : 	A	A	9	A	55	55	2E	1	
607598048 : 	9	A	9	A	55	55	31	FF	
607639356 : 	9	A	9	A	55	55	32	FE	
607679476 : 	9	A	9	A	55	55	33	FD	
607717644 : 	9	A	9	A	55	55	34	FC	
607758780 : 	9	A	9	A	55	55	35	FB	
607837576 : 	9	A	9	A	55	55	37	F9	
607878212 : 	9	A	9	A	55	55	38	F8	
607918328 : 	9	A	9	A	55	55	39	F7	
607958028 : 	9	A	9	A	55	55	3A	F6	
608158196 : 	9	A	9	A	55	55	3F	F1	
608237592 : 	9	A	9	A	55	55	41	EF	
608278388 : 	9	A	9	A	55	55	42	EE	
608397480 : 	9	9	9	9	55	55	45	ED	
608437676 : 	9	9	9	9	55	55	46	EC	
608478560 : 	9	9	9	9	55	55	47	EB	
608518088 : 	9	9	9	9	55	55	48	EA	
608559148 : 	9	9	9	9	55	55	49	E9	
608638028 : 	9	9	9	9	55	55	4B	E7	
608678736 : 	9	9	8	9	55	55	4C	E7	
608837516 : 	8	8	8	9	55	55	50	E5	
608878748 : 	8	8	8	8	55	55	51	E5	
609038712 : 	7	8	7	8	55	55	55	E3	
609077556 : 	7	7	7	7	55	55	56	E4	
609118440 : 	7	7	7	7	55	55	57	E3	
609158900 : 	7	7	7	7	55	55	58	E2	
609197748 : 	7	7	7	7	55	55	59	E1	
609238632 : 	6	7	7	7	55	55	5A	E1	
609317768 : 	6	6	6	6	55	55	5C	E2	
609358912 : 	6	6	6	6	55	55	5D	E1	
609438212 : 	6	6	6	6	55	55	5F	DF	
609478416 : 	5	6	5	6	55	55	60	E0	
609518712 : 	5	5	5	5	55	55	61	E1	
609557468 : 	5	5	5	5	55	55	62	E0	
609598692 : 	5	5	5	5	55	55	63	DF	
609677912 : 	4	5	4	5	55	55	65	DF	
609758244 : 	4	4	4	4	55	55	67	DF	
609798280 : 	4	4	4	4	55	55	68	DE	
609837712 : 	4	4	4	4	55	55	69	DD	
609877748 : 	4	4	3	4	55	55	6A	DD	
609998448 : 	3	3	3	4	55	55	6D	DC	
610078176 : 	3	3	3	3	55	55	6F	DB	
610117956 : 	3	3	3	3	55	55	70	DA	
610157908 : 	2	3	2	3	55	55	71	DB	
610197524 : 	2	2	2	2	55	55	72	DC	
610238576 : 	2	2	2	2	55	55	73	DB	
610277588 : 	2	2	2	2	55	55	74	DA	
610358592 : 	2	2	0	2	55	55	76	DA	
610398380 : 	0	0	0	0	55	55	77	DF	
610437896 : 	0	0	0	0	55	55	78	DE	
610477592 : 	0	0	0	0	55	55	79	DD	
610518060 : 	0	0	0	0	55	55	7A	DC	
610557576 : 	0	0	0	0	55	55	7B	DB	
610959200 : 	0	0	0	0	55	55	85	D1	
611557688 : 	0	0	0	0	55	55	94	C2	
611837336 : 	0	0	0	0	55	55	9B	BB	
611878308 : 	0	0	0	0	55	55	9C	BA	
611959228 : 	0	0	0	0	55	55	9E	B8	
611997648 : 	0	0	0	0	55	55	9F	B7	
612037596 : 	0	0	0	0	55	55	A0	B6	
612078744 : 	0	0	0	0	55	55	A1	B5	
612118176 : 	0	0	0	0	55	55	A2	B4	
612159232 : 	0	0	0	0	55	55	A3	B3	
612198164 : 	0	0	0	0	55	55	A4	B2	
612237688 : 	0	0	0	0	55	55	A5	B1	
612278572 : 	0	0	0	0	55	55	A6	B0	
612317928 : 	0	0	0	0	55	55	A7	AF	
612359068 : 	0	0	0	0	55	55	A8	AE	
612398088 : 	0	0	0	0	55	55	A9	AD	
612437352 : 	0	0	0	0	55	55	AA	AC	
612479008 : 	0	0	0	0	55	55	AB	AB	
612518272 : 	0	0	0	0	55	55	AC	AA	
612597748 : 	0	0	0	0	55	55	AE	A8	
612677560 : 	0	0	0	0	55	55	B0	A6	
612757972 : 	0	0	0	0	55	55	B2	A4	
612838380 : 	0	0	0	0	55	55	B4	A2	
612878928 : 	0	0	0	0	55	55	B5	A1	
612998188 : 	0	0	0	0	55	55	B8	9E	
613117860 : 	0	0	0	0	55	55	BB	9B	
613158236 : 	0	0	0	0	55	55	BC	9A	
613199464 : 	0	0	0	0	55	55	BD	99	
613237544 : 	0	0	0	0	55	55	BE	98	
613278088 : 	0	0	0	0	55	55	BF	97	
613359348 : 	0	0	0	0	55	55	C1	95	
613397688 : 	0	0	0	0	55	55	C2	94	
613557736 : 	0	0	0	0	55	55	C6	90	
613638152 : 	0	0	0	0	55	55	C8	8E	
613678188 : 	0	0	0	0	55	55	C9	8D	
613718056 : 	0	0	0	0	55	55	CA	8C	
613758592 : 	0	0	0	0	55	55	CB	8B	
613797436 : 	0	0	0	0	55	55	CC	8A	
613839512 : 	0	0	0	0	55	55	CD	89	
613877768 : 	0	0	0	0	55	55	CE	88	
613958344 : 	0	0	0	0	55	55	D0	86	
613997356 : 	0	0	0	0	55	55	D1	85	
614077768 : 	0	0	0	0	55	55	D3	83	
614118056 : 	0	0	0	0	55	55	D4	82	
614159284 : 	0	0	0	0	55	55	D5	81	
614197448 : 	0	0	0	0	55	55	D6	80	
614238076 : 	0	0	0	0	55	55	D7	7F	
614277268 : 	0	0	0	0	55	55	D8	7E	
614358104 : 	0	0	0	0	55	55	DA	7C	
614397196 : 	0	0	0	0	55	55	DB	7B	
614438004 : 	0	0	0	0	55	55	DC	7A	
614478032 : 	0	0	0	0	55	55	DD	79	
614518236 : 	0	0	0	0	55	55	DE	78	
614598824 : 	0	0	0	0	55	55	E0	76	
614638256 : 	0	0	0	0	55	55	E1	75	
614718836 : 	0	0	0	0	55	55	E3	73	
614798992 : 	0	0	0	0	55	55	E5	71	
614837668 : 	0	0	0	0	55	55	E6	70	
614878304 : 	0	0	0	0	55	55	E7	6F	
614917824 : 	0	0	0	0	55	55	E8	6E	
615118168 : 	0	0	0	0	55	55	ED	69	
615158372 : 	0	0	0	0	55	55	EE	68	
615199776 : 	0	0	0	0	55	55	EF	67	
615238788 : 	0	0	0	0	55	55	F0	66	
615278136 : 	0	0	0	0	55	55	F1	65	
615359396 : 	0	0	0	0	55	55	F3	63	
615397988 : 	0	0	0	0	55	55	F4	62	
615477296 : 	0	0	0	0	55	55	F6	60	
615558044 : 	0	0	0	0	55	55	F8	5E	
615599436 : 	0	0	0	0	55	55	F9	5D	
615637184 : 	0	0	0	0	55	55	FA	5C	
615758640 : 	0	0	0	0	55	55	FD	59	
615797488 : 	0	0	0	0	55	55	FE	58	
615879004 : 	0	0	0	0	55	55	0	56	
615959328 : 	0	0	0	0	55	55	2	54	
615997408 : 	0	0	0	0	55	55	3	53	
616038468 : 	0	0	0	0	55	55	4	52	
616078920 : 	0	0	0	0	55	55	5	51	
616157888 : 	0	0	0	0	55	55	7	4F	
616197412 : 	0	0	0	0	55	55	8	4E	
616237788 : 	0	0	0	0	55	55	9	4D	
616277820 : 	0	0	0	0	55	55	A	4C	
616359004 : 	0	0	0	0	55	55	C	4A	
616397416 : 	0	0	0	0	55	55	D	49	
616437800 : 	0	0	0	0	55	55	E	48	
616478336 : 	0	0	0	0	55	55	F	47	
616518204 : 	0	0	0	0	55	55	10	46	
616559340 : 	0	0	0	0	55	55	11	45	
616597600 : 	0	0	0	0	55	55	12	44	
616637712 : 	0	0	0	0	55	55	13	43	
616679108 : 	0	0	0	0	55	55	14	42	
616718548 : 	0	0	0	0	55	55	15	41	
616797512 : 	0	0	0	0	55	55	17	3F	
616839252 : 	0	0	0	0	55	55	18	3E	
616877836 : 	0	0	0	0	55	55	19	3D	
616999052 : 	0	0	0	0	55	55	1C	3A	
617038400 : 	0	0	0	0	55	55	1D	39	
617079116 : 	0	0	0	0	55	55	1E	38	
617159356 : 	0	0	0	0	55	55	20	36	
617197860 : 	0	0	0	0	55	55	21	35	
617237048 : 	0	0	0	0	55	55	22	34	
617277252 : 	0	0	0	0	55	55	23	33	
617318568 : 	0	0	0	0	55	55	24	32	
617359368 : 	0	0	0	0	55	55	25	31	
617437816 : 	0	0	0	0	55	55	27	2F	
617478448 : 	0	0	0	0	55	55	28	2E	
617517460 : 	0	0	0	0	55	55	29	2D	
617558100 : 	0	0	0	0	55	55	2A	2C	
617637736 : 	0	0	0	0	55	55	2C	2A	
617678884 : 	0	0	0	0	55	55	2D	29	
617758436 : 	0	0	0	0	55	55	2F	27	
617797368 : 	0	0	0	0	55	55	30	26	
617917896 : 	0	0	0	0	55	55	33	23	
617997968 : 	0	0	0	0	55	55	35	21	
618038512 : 	0	0	0	0	55	55	36	20	
618118752 : 	0	0	0	0	55	55	38	1E	
618157768 : 	0	0	0	0	55	55	39	1D	
618359388 : 	0	0	0	0	55	55	3E	18	
618398748 : 	0	0	0	0	55	55	3F	17	
618438520 : 	0	0	0	0	55	55	40	16	
618477792 : 	0	0	0	0	55	55	41	15	
618518508 : 	0	0	0	0	55	55	42	14	
618557948 : 	0	0	0	0	55	55	43	13	
618597644 : 	0	0	0	0	55	55	44	12	
618677968 : 	0	0	0	0	55	55	46	10	
618718088 : 	0	0	0	0	55	55	47	F	
618759484 : 	0	0	0	0	55	55	48	E	
618798328 : 	0	0	0	0	55	55	49	D	
618837180 : 	0	0	0	0	55	55	4A	C	
618919452 : 	0	0	0	0	55	55	4C	A	
618957192 : 	0	0	0	0	55	55	4D	9	
619038884 : 	0	0	0	0	55	55	4F	7	
619118184 : 	0	0	0	0	55	55	51	5	
619199532 : 	0	0	0	0	55	55	53	3	
619237180 : 	0	0	0	0	55	55	54	2	
619278660 : 	0	0	0	0	55	55	55	1	
619318612 : 	0	0	0	0	55	55	56	0	
619359496 : 	0	0	0	0	55	55	57	FF	
619439652 : 	0	0	0	0	55	55	59	FD	
619477268 : 	0	0	0	0	55	55	5A	FC	
712467888 : 	FA	FA	FA	FA	55	55	0	6E	
712509172 : 	0	0	0	0	55	55	1	55	
712550396 : 	0	0	0	0	55	55	2	54	
712631148 : 	0	0	0	0	55	55	4	52	
712732468 : 	FA	FA	FA	FA	55	55	0	6E	
712770972 : 	0	0	0	0	55	55	1	55	
712810412 : 	0	0	0	0	55	55	2	54	
712852316 : 	0	0	0	0	55	55	3	53	
712931028 : 	0	0	0	0	55	55	5	51	
712970892 : 	0	0	0	0	55	55	6	50	
713010928 : 	0	0	0	0	55	55	7	4F	
713051132 : 	0	0	0	0	55	55	8	4E	
713130436 : 	0	0	0	0	55	55	A	4C	
713170812 : 	0	0	0	0	55	55	B	4B	
713210676 : 	0	0	0	0	55	55	C	4A	
713251392 : 	0	0	0	0	55	55	D	49	
713292532 : 	0	0	0	0	55	55	E	48	
713330272 : 	0	0	0	0	55	55	F	47	
713372692 : 	0	0	0	0	55	55	10	46	
713410344 : 	0	0	0	0	55	55	11	45	
713451480 : 	0	0	0	0	55	55	12	44	
713492112 : 	0	0	0	0	55	55	13	43	
713530788 : 	0	0	0	0	55	55	14	42	
713570652 : 	0	0	0	0	55	55	15	41	
713610688 : 	0	0	0	0	55	55	16	40	
713650720 : 	0	0	0	0	55	55	17	3F	
713730792 : 	0	0	0	0	55	55	19	3D	
713770572 : 	0	0	0	0	55	55	1A	3C	
713811040 : 	0	0	0	0	55	55	1B	3B	
713851492 : 	0	0	0	0	55	55	1C	3A	
713892124 : 	0	0	0	0	55	55	1D	39	
713930204 : 	0	0	0	0	55	55	1E	38	
713971344 : 	0	0	0	0	55	55	1F	37	
714011120 : 	0	0	0	0	55	55	20	36	
714052604 : 	0	0	0	0	55	55	21	35	
714129532 : 	0	0	0	0	55	55	23	33	
714210700 : 	0	0	0	0	55	55	25	31	
714251248 : 	0	0	0	0	55	55	26	30	
714331400 : 	0	0	0	0	55	55	28	2E	
714371104 : 	0	0	0	0	55	55	29	2D	
714411556 : 	0	0	0	0	55	55	2A	2C	
714450316 : 	0	0	0	0	55	55	2B	2B	
714571356 : 	0	0	0	0	55	55	2E	28	
714611392 : 	0	0	0	0	55	55	2F	27	
714652532 : 	0	0	0	0	55	55	30	26	
714772560 : 	0	0	0	0	55	55	33	23	
